respondent_id,dna_segment,age_group,city_tier,gender,occupation,monthly_income_midpoint,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,pss_control,pss_overwhelm,pss_confidence_r,pss_irritation_r,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,genre_regional,genre_comics,genre_poetry,discovery_social,discovery_friends,discovery_bestsellers,discovery_apps,discovery_bookstore,discovery_youtube,discovery_syllabus,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,monthly_book_spend,lifestyle_spend,max_single_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_whatsapp,shops_qcommerce,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA0795,Midnight Escapist,3,3,2,2,10000,2,1,1,4,5,11,2,2,2,3,5,3,1,4,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,3,1,1,1,1,0,1,1,0,1,3,3,3,1,0,0,0,0,1,4,4,142,310.0,360,964,750,2250,350,1,0,0,1,0,0,0,1,3,9,2,2,1,1,1,1,2,clean
BDNA0796,Curious Explorer,5,3,2,4,10000,4,2,4,3,4,5,2,1,1,2,1,4,4,4,5.0,0,0,1,0,1,0,6,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,1,1,4,2,1,0,0,0,0,1,2,2,156,296.0,527,805,1500,250,750,1,0,0,0,0,0,0,3,2,9,2,1,3,1,1,1,2,clean
BDNA0797,Non-Reader,4,3,2,3,22500,3,3,3,4,3,4,1,1,1,1,3,5,6,3,1.0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,2,4,1,1,1,0,0,1,5,4,158,322.0,478,578,0,1000,350,1,0,1,0,0,1,0,2,4,3,2,4,5,3,5,0,3,clean
BDNA0798,Emotional Reader,4,4,1,1,2500,3,4,3,5,3,12,3,3,3,3,2,3,6,4,8.0,1,1,0,0,0,0,5,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,2,1,4,0,0,0,0,0,0,6,4,125,359.0,533,709,350,4500,350,0,0,1,1,0,0,1,1,3,6,2,1,3,1,1,1,1,clean
BDNA0799,Emotional Reader,4,3,1,3,45000,4,4,3,4,3,7,2,2,2,2,7,3,4,5,2.5,0,0,0,0,1,0,3,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,4,2,1,0,0,1,0,0,1,1,0,2,2,1,0,0,0,0,0,0,5,3,371,701.0,1116,1825,100,2250,1500,1,0,0,0,0,0,0,1,3,10,1,1,5,3,4,0,1,clean
BDNA0800,Non-Reader,4,4,4,3,45000,3,3,2,3,1,4,1,1,1,0,7,1,6,2,0.0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,1,0,0,2,6,284,594.0,957,1311,350,2250,150,0,0,0,1,0,0,0,1,3,2,4,5,4,4,4,0,3,clean
BDNA0801,Curious Explorer,3,1,2,1,10000,4,4,5,3,2,6,0,2,2,1,2,4,4,4,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,3,0,0,1,1,1,0,1,0,0,1,2,2,0,0,0,0,1,0,1,1,101,139.0,322,422,100,250,350,1,1,1,0,0,0,1,1,1,8,1,2,1,3,1,1,2,clean
BDNA0802,Midnight Escapist,6,3,2,3,2500,4,2,3,4,3,10,3,3,3,3,1,3,4,4,5.0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,1,1,0,1,1,0,0,2,4,1,1,0,0,0,0,0,1,1,260,406.0,721,821,750,4500,750,1,1,0,0,0,0,0,4,2,8,2,1,4,1,1,1,1,clean
BDNA0803,Emotional Reader,3,3,2,5,10000,4,2,3,4,3,7,1,2,1,2,4,3,5,4,5.0,0,0,0,1,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2,4,1,1,1,1,0,0,0,1,3,168,357.0,708,985,350,2250,750,0,0,0,0,0,1,0,3,2,7,3,1,5,1,4,0,1,clean
BDNA0804,Emotional Reader,6,1,2,4,80000,4,4,2,3,3,7,3,2,2,2,2,3,3,3,5.0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,5,3,458,938.0,1402,2289,350,2250,150,1,0,1,0,0,0,0,4,2,8,2,3,3,1,1,1,1,clean
BDNA0805,Productivity Achiever,5,2,1,6,22500,3,4,3,2,3,10,2,3,3,1,3,2,3,3,5.0,0,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,4,1,1,0,0,1,0,0,0,0,3,1,1,0,1,0,0,1,0,3,4,309,826.0,1398,2045,750,4500,750,0,1,0,0,0,1,1,1,2,6,1,3,2,1,1,1,3,clean
BDNA0806,Curious Explorer,3,3,1,4,2500,5,4,4,3,3,7,3,2,1,2,5,4,1,4,5.0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,2,3,1,0,1,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,1,4,186,168.0,418,518,100,4500,150,1,1,1,1,0,1,0,1,2,10,4,2,1,1,1,1,2,clean
BDNA0807,Non-Reader,6,2,1,1,80000,2,3,1,5,3,3,1,0,1,0,1,5,6,2,0.0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,4,4,0,1,0,1,0,1,6,1,387,946.0,1641,2195,350,1000,750,1,0,1,0,0,0,0,2,2,6,4,5,5,4,5,0,1,clean
BDNA0808,Non-Reader,5,3,2,3,22500,2,3,3,3,2,3,1,1,1,1,4,5,6,4,1.0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,1,0,4,6,85,193.0,273,373,0,7500,150,1,1,0,0,0,0,0,2,4,2,3,3,2,2,4,0,1,clean
BDNA0809,Productivity Achiever,4,2,1,3,10000,4,5,2,3,2,8,2,2,2,3,3,5,2,4,5.0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,2,1,1,0,1,0,1,1,0,1,0,2,2,3,0,0,0,0,0,1,3,3,340,657.0,1076,1732,1500,1000,1500,0,1,1,0,0,0,0,1,2,5,4,2,2,3,4,0,1,clean
BDNA0810,Midnight Escapist,3,1,1,2,2500,2,3,2,4,4,8,2,2,2,2,2,1,3,5,5.0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,4,3,1,1,0,1,0,1,1,0,1,2,3,3,1,1,0,1,0,0,1,1,68,169.0,243,343,350,1000,2500,0,1,1,0,0,0,0,1,3,10,3,1,1,1,1,1,2,clean
BDNA0811,Non-Reader,4,1,2,1,45000,3,2,3,3,1,7,2,2,2,2,7,5,6,2,0.0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,1,4,241,498.0,798,969,100,1000,350,1,0,1,0,0,0,0,1,2,2,3,3,5,2,4,0,3,clean
BDNA0812,Curious Explorer,3,4,2,3,10000,5,2,3,3,3,3,1,0,0,0,1,1,4,5,1.0,1,0,1,1,1,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,1,2,3,2,1,1,1,0,0,0,2,2,130,434.0,559,845,100,2250,350,0,1,0,0,1,0,0,1,2,9,3,1,2,4,3,0,1,clean
BDNA0813,Midnight Escapist,4,3,3,1,22500,3,3,3,3,4,12,2,3,4,3,3,1,1,4,2.5,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,1,1,1,0,2,3,2,1,0,0,1,0,0,4,5,165,354.0,572,793,350,2250,2500,1,1,0,0,0,0,1,1,3,7,4,2,2,1,1,1,1,clean
BDNA0814,Non-Reader,4,5,1,3,10000,4,3,2,2,3,5,2,2,1,1,4,5,5,2,2.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,4,2,3,1,0,1,0,0,1,2,3,79,335.0,648,748,350,1000,150,0,1,0,0,0,0,0,1,4,4,2,5,4,5,4,0,1,clean
BDNA0815,Curious Explorer,4,3,2,2,22500,5,4,4,4,3,8,3,2,2,3,4,4,1,4,2.5,0,0,0,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,3,3,0,1,0,1,0,1,0,0,0,2,1,3,1,0,0,0,1,0,1,6,153,439.0,710,1061,350,2250,150,1,1,0,1,0,0,0,1,2,9,3,3,1,5,1,1,2,clean
BDNA0816,Productivity Achiever,4,1,1,2,120000,3,5,3,3,2,9,2,3,3,1,3,2,2,4,5.0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,5,1,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,4,2,445,916.0,1378,7285,350,2250,3500,0,1,1,1,0,1,1,3,3,6,3,2,4,1,3,0,3,outlier_spend
BDNA0817,Emotional Reader,4,1,2,3,22500,5,4,3,5,4,7,2,2,1,2,4,3,6,3,1.0,1,1,0,1,0,0,3,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2,1,1,0,1,1,1,1,1,0,4,4,2,0,1,1,0,0,0,3,3,303,457.0,850,1211,350,2250,750,1,0,1,0,0,0,0,1,2,7,2,4,4,5,3,0,1,clean
BDNA0818,Productivity Achiever,5,2,1,2,22500,3,5,2,2,4,6,1,2,1,1,4,4,2,4,1.0,1,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,3,2,3,0,0,0,0,0,1,3,6,412,764.0,1245,1729,750,2250,2500,0,1,0,0,0,0,0,3,3,5,1,5,2,1,3,0,1,clean
BDNA0819,Midnight Escapist,2,2,2,1,10000,2,4,3,4,4,9,2,3,2,2,2,3,2,5,2.5,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1,0,1,0,1,1,1,0,0,1,4,4,2,1,0,1,0,0,0,4,4,240,383.0,600,711,750,2250,350,1,1,1,0,0,0,0,1,2,9,3,1,1,1,1,1,1,clean
BDNA0820,Productivity Achiever,7,1,2,3,10000,4,5,1,2,2,7,1,2,3,2,7,2,1,4,5.0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,2,3,4,0,0,0,0,0,1,4,2,264,634.0,1141,1481,750,4500,1500,1,0,1,0,0,1,0,3,4,7,1,4,2,2,1,1,1,clean
BDNA0821,Curious Explorer,3,2,1,5,22500,5,4,5,3,3,0,1,0,1,1,2,3,6,3,2.5,0,1,0,1,1,1,5,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,2,1,1,1,1,0,0,1,1,1,1,3,4,4,1,0,1,0,0,0,2,3,224,497.0,844,1193,0,7500,150,0,1,0,1,1,0,0,3,3,6,2,2,2,4,2,1,1,clean
BDNA0822,Midnight Escapist,5,1,2,2,22500,4,3,3,4,3,11,3,4,3,2,1,4,1,4,2.5,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,4,1,1,1,0,1,0,1,1,0,2,2,3,0,0,1,0,1,0,1,1,230,449.0,850,1139,1500,2250,750,1,0,0,0,0,0,0,4,3,8,3,3,4,3,1,1,3,clean
BDNA0823,Productivity Achiever,3,1,2,1,10000,3,5,3,3,2,6,0,1,2,1,5,1,2,5,2.5,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,1,1,0,0,0,2,3,2,0,0,0,0,0,1,4,6,285,572.0,1144,1433,750,4500,2500,0,0,1,0,0,0,0,1,2,7,1,1,1,4,1,1,1,clean
BDNA0824,Productivity Achiever,4,2,1,3,80000,3,4,2,5,1,5,0,1,1,1,5,2,2,5,8.0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,0,0,3,2,3,0,0,0,1,1,0,4,1,654,1258.0,2080,2910,0,1000,150,1,0,1,0,1,0,0,1,2,7,1,2,2,1,2,1,1,clean
BDNA0825,Emotional Reader,3,1,1,1,80000,3,3,1,5,3,4,1,1,2,1,2,1,6,3,1.0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,4,2,412,874.0,1239,2028,750,1000,350,0,0,1,0,0,0,0,1,3,8,4,1,5,1,2,1,1,clean
BDNA0826,Non-Reader,3,5,1,3,10000,3,3,2,3,3,11,3,3,3,3,3,1,6,2,2.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,3,2,3,1,0,0,0,0,1,1,4,153,288.0,508,704,0,250,150,1,0,0,0,0,0,0,1,3,7,3,4,1,3,4,0,1,clean
BDNA0827,Productivity Achiever,3,1,4,2,45000,5,5,3,2,2,7,1,2,2,2,3,3,2,3,2.5,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,4,1,1,1,0,1,1,0,1,0,4,1,4,1,0,0,0,1,0,2,4,396,987.0,1716,1975,750,4500,350,0,0,0,0,1,1,0,1,3,7,1,1,1,2,3,0,3,clean
BDNA0828,Productivity Achiever,3,2,1,2,10000,3,4,3,3,3,9,3,2,2,1,3,2,2,3,5.0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,3,6,315,644.0,1076,1634,1500,1000,150,1,1,0,0,0,0,0,3,3,7,2,2,3,2,5,0,3,clean
BDNA0829,Curious Explorer,5,1,1,1,10000,5,3,5,2,4,10,3,3,3,3,1,4,3,3,2.5,0,0,0,1,1,0,4,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,5,1,0,1,1,0,1,1,1,1,2,2,3,1,0,1,1,1,0,6,4,172,332.0,595,953,750,1000,1500,0,0,1,1,0,1,0,1,1,10,3,1,4,2,2,1,3,clean
BDNA0830,Productivity Achiever,4,2,2,3,45000,5,4,4,3,1,10,2,1,3,2,3,1,6,4,2.5,1,1,0,1,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,4,0,1,0,0,0,1,0,1,0,4,3,2,0,0,0,1,0,1,5,6,370,884.0,1600,2240,750,2250,350,1,0,1,0,0,0,0,1,4,8,2,2,2,2,3,0,3,clean
BDNA0831,Midnight Escapist,3,2,2,3,2500,3,3,1,4,4,11,3,2,3,2,4,3,1,3,2.5,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,2,1,0,1,1,1,1,1,1,0,2,4,2,0,0,0,1,0,0,5,2,30,199.0,420,539,350,2250,750,1,1,1,0,1,1,0,1,3,9,1,2,2,1,1,1,1,clean
BDNA0832,Productivity Achiever,6,2,2,2,45000,3,4,4,4,3,5,1,1,2,0,4,4,3,5,8.0,1,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,1,0,1,0,0,0,3,3,3,0,0,1,1,0,0,1,4,413,823.0,1511,1694,750,2250,750,1,1,0,1,0,0,0,1,2,6,1,3,4,4,3,0,1,clean
BDNA0833,Midnight Escapist,5,5,3,2,2500,4,2,2,4,5,9,2,2,2,3,1,1,1,4,2.5,0,0,1,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,4,3,1,1,1,1,0,0,1,0,0,2,3,4,1,0,0,0,0,0,1,3,118,402.0,741,1124,100,1000,1500,1,0,0,1,0,0,1,4,3,7,1,4,3,3,1,1,2,clean
BDNA0834,Midnight Escapist,3,4,2,1,10000,3,2,2,3,4,11,3,3,3,4,2,3,2,4,2.5,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,4,2,1,1,0,1,1,0,1,0,0,4,3,2,0,1,0,0,0,0,2,3,83,304.0,482,705,2500,2250,750,1,1,0,1,0,1,0,2,3,7,1,2,4,2,3,0,1,clean
BDNA0835,Productivity Achiever,4,1,2,3,22500,3,4,3,4,3,7,2,2,1,2,4,2,5,3,2.5,1,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,2,3,0,0,0,0,1,0,3,1,233,788.0,1232,1886,350,2250,2500,0,1,0,0,0,1,1,2,4,8,1,2,1,4,2,1,1,clean
BDNA0836,Productivity Achiever,3,2,1,2,10000,4,5,4,4,1,6,0,2,1,2,1,2,2,4,2.5,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,1,1,0,1,0,1,0,2,1,3,0,1,0,0,1,0,4,4,234,578.0,970,1667,350,2250,2500,0,1,0,0,0,1,0,2,3,5,1,1,2,5,4,0,1,clean
BDNA0837,Non-Reader,6,4,2,2,120000,4,4,2,3,2,8,2,2,3,2,3,1,6,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,4,5,209,534.0,861,6575,1500,2250,2500,0,1,1,0,0,0,0,2,4,4,1,4,5,4,3,0,1,outlier_spend
BDNA0838,Productivity Achiever,4,3,2,3,45000,3,4,3,3,3,1,0,0,1,0,7,5,5,4,1.0,1,1,0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3,2,1,0,1,0,1,1,0,1,1,2,1,4,0,0,0,0,0,0,2,3,496,1029.0,1729,2472,100,4500,150,1,0,0,1,0,1,0,1,4,6,2,4,5,1,3,0,1,clean
BDNA0839,Emotional Reader,4,3,2,1,80000,3,2,3,3,3,9,2,2,3,2,7,3,4,4,5.0,0,0,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,1,1,0,1,0,0,1,1,0,2,4,2,0,0,0,0,0,0,1,2,550,1040.0,1826,2558,1500,250,2500,1,1,1,0,0,1,0,1,2,9,2,1,1,2,5,0,2,clean
BDNA0840,Emotional Reader,5,2,2,5,10000,4,2,2,5,3,4,1,1,0,0,7,3,1,3,2.5,0,0,0,1,0,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,1,1,1,1,1,1,1,0,0,1,3,2,0,0,0,0,0,1,4,4,223,417.0,626,904,1500,1000,750,0,0,0,0,0,0,1,3,3,10,3,1,1,2,2,1,2,clean
BDNA0841,Midnight Escapist,3,5,1,2,10000,4,3,3,3,5,9,3,2,2,2,1,2,3,4,5.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,1,0,0,1,1,0,0,0,2,3,2,0,1,0,0,0,0,4,2,279,369.0,665,937,750,4500,1500,1,1,1,0,1,1,0,1,4,8,2,2,1,4,3,0,1,clean
BDNA0842,Emotional Reader,3,3,1,3,10000,3,3,4,5,4,12,3,4,3,3,1,5,2,4,1.0,1,1,1,0,1,0,5,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,3,3,1,0,0,1,0,1,0,1,1,2,2,3,0,0,0,0,0,0,2,1,270,296.0,519,776,350,4500,1500,0,1,1,0,0,0,0,2,1,9,1,2,2,1,1,1,2,clean
BDNA0843,Midnight Escapist,3,3,2,1,22500,4,2,2,4,5,8,2,2,1,1,2,1,4,5,1.0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,2,3,2,1,1,0,1,0,1,2,3,260,400.0,745,1131,0,2250,150,1,0,1,1,1,1,1,2,3,8,4,2,1,4,2,1,1,clean
BDNA0844,Non-Reader,3,4,1,3,22500,2,3,2,3,2,8,2,2,1,2,5,5,6,2,0.0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,1,0,0,2,2,217,400.0,552,763,750,4500,1500,0,0,0,0,0,0,0,2,2,5,1,4,4,5,4,0,2,clean
BDNA0845,Midnight Escapist,5,2,2,1,10000,2,2,3,3,5,10,2,3,2,3,3,3,1,4,2.5,0,0,0,1,0,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4,2,1,0,0,1,1,0,1,1,1,1,2,3,0,0,0,0,0,1,2,4,74,318.0,538,638,750,4500,350,0,1,0,0,0,0,0,2,2,8,2,1,4,4,2,1,1,clean
BDNA0846,Productivity Achiever,3,2,1,1,22500,4,5,4,4,2,6,1,1,1,1,3,2,5,5,2.5,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,5,1,0,0,0,1,0,1,1,0,2,3,3,1,1,0,0,0,0,3,2,464,880.0,1210,2171,1500,4500,2500,1,1,0,0,0,1,0,2,2,6,3,2,3,2,1,1,3,clean
BDNA0847,Midnight Escapist,5,2,2,2,2500,3,3,3,3,4,11,3,3,1,3,1,3,3,4,2.5,0,1,0,1,0,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,0,1,1,1,0,0,0,0,0,1,3,2,1,1,0,1,0,0,3,2,140,327.0,547,686,1500,2250,150,1,1,0,1,0,0,0,2,1,9,1,1,1,1,1,1,1,clean
BDNA0848,Non-Reader,7,1,1,2,2500,3,3,2,3,2,4,0,1,1,1,7,4,6,3,1.0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,5,1,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,2,3,132,356.0,423,737,0,4500,350,1,1,0,0,0,0,0,2,3,7,2,5,3,3,5,0,3,clean
BDNA0849,Productivity Achiever,4,2,2,3,22500,3,5,3,3,2,9,2,2,3,2,3,2,2,2,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,1,1,0,1,2,2,0,0,0,0,1,0,2,4,315,760.0,1237,1797,2500,2250,2500,1,0,0,1,0,0,0,3,2,7,1,3,3,3,3,0,2,clean
BDNA0850,Emotional Reader,5,4,2,2,10000,3,3,2,5,4,4,1,1,1,1,4,5,3,4,1.0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,1,1,0,1,0,1,0,0,0,3,4,2,0,0,1,0,1,0,6,3,334,516.0,897,1224,100,4500,350,0,1,0,0,0,0,0,1,4,6,4,3,1,3,2,1,1,clean
BDNA0851,Midnight Escapist,3,4,1,2,2500,3,2,2,4,4,11,3,3,3,3,2,3,1,5,5.0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,5,4,175,303.0,653,753,750,2250,350,1,1,1,0,0,0,1,1,2,5,3,3,1,3,2,1,1,clean
BDNA0852,Curious Explorer,6,3,2,2,2500,4,3,5,5,4,7,1,2,2,1,2,3,6,4,2.5,0,0,0,1,1,1,2,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,2,5,1,0,0,0,1,0,1,1,1,2,3,2,0,0,0,0,0,1,5,3,151,226.0,320,851,0,4500,750,1,0,1,1,0,0,0,1,1,10,2,5,1,4,1,1,3,clean
BDNA0853,Midnight Escapist,3,3,1,6,10000,3,3,3,4,5,10,3,3,2,2,3,1,1,3,2.5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,0,1,1,0,1,0,1,3,1,1,1,1,0,0,0,0,6,3,309,588.0,1054,1551,100,1000,1500,1,1,0,1,0,0,0,1,3,7,1,3,3,2,1,1,1,clean
BDNA0854,Non-Reader,6,3,2,3,120000,1,3,3,3,2,7,2,3,1,2,2,3,6,4,1.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,5,3,436,824.0,1087,7508,100,250,2500,1,1,0,0,0,0,0,4,2,4,3,5,4,4,3,0,1,outlier_spend
BDNA0855,Midnight Escapist,4,2,1,3,120000,3,2,3,3,5,9,2,2,3,2,6,3,6,3,5.0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,5,0,1,0,0,0,1,1,1,1,2,3,4,0,1,0,1,0,0,2,3,105,313.0,527,5375,100,7500,5000,1,1,0,1,0,1,0,2,2,7,1,2,2,2,2,1,3,outlier_spend
BDNA0856,Midnight Escapist,3,3,1,4,10000,3,4,3,4,5,13,2,3,4,3,3,1,1,3,1.0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,4,1,1,1,1,0,0,1,0,1,3,2,4,1,1,1,0,0,0,4,1,177,296.0,648,782,750,1000,350,0,0,1,0,1,0,0,1,3,6,1,3,2,4,1,1,3,clean
BDNA0857,Midnight Escapist,3,1,2,2,10000,2,2,1,4,4,12,3,2,3,2,6,1,4,5,5.0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0,1,0,1,0,1,0,1,1,2,3,0,1,1,1,0,0,1,5,30,391.0,610,946,100,4500,350,1,0,0,0,0,1,0,1,3,10,2,1,2,1,1,1,1,clean
BDNA0858,Productivity Achiever,3,4,2,4,45000,3,5,3,3,2,5,2,0,1,1,3,5,4,4,5.0,0,1,1,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,2,5,1,1,0,1,0,1,0,0,0,2,4,2,1,0,1,0,0,0,3,5,421,755.0,1364,1794,750,7500,350,1,1,0,0,0,0,0,4,3,4,1,2,2,2,3,0,3,clean
